# spec: spec.md
# sha256: 47d0d4b9854969bef09dafd610ced56d22c3cc36a8b26975fd3e283008c0020a
# generated: 2026-08-31
subject	kind	status	claim	section	anchor
tier1-unit-reads	interface		Tier 1 unit reads cover name, id, type, coalition, country, category, callsign, point, velocity and getDrawArgumentValue.	2. Tier 1 — first release	| Unit reads | Name, id, type, coalition, country, category, callsign, point, velocity
tier1-group	interface		Tier 1 group reads and control cover activate, destroy, getCategory, getCoalition, getName and getID.	2. Tier 1 — first release	| Group reads and control | `activate`, `destroy`, `getCategory`, `getCoalition`, `getName`, `getID` |
tier1-static-objects	interface		Tier 1 static objects cover coalition.addStaticObject and static reads.	2. Tier 1 — first release	| Static objects | `coalition.addStaticObject`, static reads |
tier1-messages	interface		Tier 1 messages cover trigger.action.outText and its coalition, country, group and unit variants.	2. Tier 1 — first release	| Messages | `trigger.action.outText` and its coalition, country, group and unit variants |
tier1-map-markup	interface		Tier 1 map markup covers markToAll, markToCoalition, markToGroup, removeMark and markupToAll.	2. Tier 1 — first release	| Map markup | `markToAll`, `markToCoalition`, `markToGroup`, `removeMark`, `markupToAll`. **There is no `markupToCoalition`** — confirmed absent from every state's index and from every shipped `.lua`. Scope a shape to one coalition with the per-shape functions in Tier 2: **the first argument is a coalition id and `-1` means all** (measured, 2.9.29.27278 — a blue client saw the `-1` and `2` lines and not the `1` line, with `markToCoalition` as the control). |
tier1-map-markup	constraint		markupToCoalition does not exist in any state, so a coalition-scoped shape uses the Tier 2 per-shape functions.	2. Tier 1 — first release	| Map markup | `markToAll`, `markToCoalition`, `markToGroup`, `removeMark`, `markupToAll`. **There is no `markupToCoalition`** — confirmed absent from every state's index and from every shipped `.lua`. Scope a shape to one coalition with the per-shape functions in Tier 2: **the first argument is a coalition id and `-1` means all** (measured, 2.9.29.27278 — a blue client saw the `-1` and `2` lines and not the `1` line, with `markToCoalition` as the control). |
tier1-effects	interface		Tier 1 effects cover explosion, smoke, illuminationBomb and signalFlare.	2. Tier 1 — first release	| Effects | `explosion`, `smoke`, `illuminationBomb`, `signalFlare` |
tier1-flags	interface		Flag access is split across two tables: trigger.action.setUserFlag writes and trigger.misc.getUserFlag reads.	2. Tier 1 — first release	| Flags | `trigger.action.setUserFlag` and `trigger.misc.getUserFlag`. **The pair is split across two tables.** `trigger.action.getUserFlag` does not exist and calling it raises. |
tier1-f10-menu	interface		Tier 1 covers the full missionCommands set with its coalition and group variants.	2. Tier 1 — first release	| F10 menu | The full `missionCommands` set: `addCommand`, `addSubMenu`, `removeItem`
tier1-time	interface		Tier 1 time covers timer.getTime, getAbsTime and getTime0.	2. Tier 1 — first release	| Time | `timer.getTime`, `getAbsTime`, `getTime0` |
tier1-weather	interface		Tier 1 weather covers getWind, getWindWithTurbulence and getTemperatureAndPressure.	2. Tier 1 — first release	| Weather | `getWind`, `getWindWithTurbulence`, `getTemperatureAndPressure` |
state-boundary	constraint		Every Tier 1 row runs in the mission-scripting state and no row declares the target option.	2. Tier 1 — first release	**Every row above runs in the mission-scripting state**, which is where SPEC
hook-driver-boundary	constraint		Player identity and lifecycle, chat, roster, kick, slot, bans and server control belong to the hook driver, and the division is by state.	2. Tier 1 — first release	**What is deliberately absent.** Player identity and lifecycle, chat, the
tier2-controller	interface		Tier 2 controller covers setTask, pushTask, resetTask, setCommand, setOnOff, getDetectedTargets and setOption in full.	3. Tier 2 — what the catalogue's gaps ask for	| Controller | `setTask`, `pushTask`, `resetTask`, `setCommand`, `setOnOff`, `getDetectedTargets`
tier2-unit	interface		Tier 2 unit covers life, fuel, ammo, player name, active state, emission control, group, controller and getByName.	3. Tier 2 — what the catalogue's gaps ask for	| Unit | `getLife`, `getLife0`, `getFuel`, `getAmmo`, `getPlayerName`, `isActive`
tier2-group	interface		Tier 2 group covers getUnits, getSize, getController, enableEmission, getByName and isExist.	3. Tier 2 — what the catalogue's gaps ask for	| Group | `getUnits`, `getSize`, `getController`, `enableEmission`, `getByName`, `isExist` |
tier2-airbase	interface		Tier 2 airbase covers setCoalition, autoCapture, autoCaptureIsOn, getWarehouse, getParking and getRunways.	3. Tier 2 — what the catalogue's gaps ask for	| Airbase | `setCoalition`, `autoCapture`, `autoCaptureIsOn`, `getWarehouse`, `getParking`, `getRunways` |
tier2-static-objects	interface		StaticObject reaches destroy and isExist through the metatable __index rather than as own members, and parentClass_ is present.	3. Tier 2 — what the catalogue's gaps ask for	| Static objects | `getLife`, `getByName`, and `destroy` and `isExist` **as inherited from `Object`**. Neither is a member in its own right — `rawget` returns nil — but both resolve through the metatable's `__index`, and `StaticObject.parentClass_` is present (measured, 2.9.29.27278). Reach them as methods on an instance, never as `StaticObject.destroy`. |
tier2-terrain	interface		Tier 2 terrain covers land.getHeight, getSurfaceType, isVisible, getIP, profile and getClosestPointOnRoads.	3. Tier 2 — what the catalogue's gaps ask for	| Terrain | `land.getHeight`, `getSurfaceType`, `isVisible`, `getIP`, `profile`, `getClosestPointOnRoads` |
tier2-group-control	interface		Tier 2 group control covers activation, AI on and off, and stopping and continuing movement.	3. Tier 2 — what the catalogue's gaps ask for	| Group control | `activateGroup`, `deactivateGroup`, `setGroupAIOn`, `setGroupAIOff`
tier2-markup	interface		Tier 2 markup covers the six shape functions and the eight setMarkup mutators.	3. Tier 2 — what the catalogue's gaps ask for	| Markup | The shape family — `lineToAll`, `circleToAll`, `rectToAll`, `quadToAll`, `textToAll`, `arrowToAll` — and the eight `setMarkup*` mutators: `setMarkupColor`, `setMarkupColorFill`, `setMarkupFontSize`, `setMarkupPositionStart`, `setMarkupPositionEnd`, `setMarkupRadius`, `setMarkupText`, `setMarkupTypeLine` |
tier2-sound-radio	interface		Tier 2 sound and radio cover outSound and its variants, radioTransmission and stopRadioTransmission.	3. Tier 2 — what the catalogue's gaps ask for	| Sound and radio | `outSound` and its variants, `radioTransmission`, `stopRadioTransmission` |
tier2-world-search	interface		Tier 2 world search covers searchObjects with sphere, box, segment and pyramid volumes.	3. Tier 2 — what the catalogue's gaps ask for	| World | `searchObjects` with full volume support: sphere, box, segment, pyramid |
tier2-weapons	interface		Tier 2 weapons in flight cover getLauncher, getTarget, position, velocity and type name.	3. Tier 2 — what the catalogue's gaps ask for	| Weapons in flight | `getLauncher`, `getTarget`, position, velocity, type name. See Section 5. |
tier2-refpoints	interface		Tier 2 reference points cover addRefPoint, getRefPoints, getCountryCoalition and getServiceProviders.	3. Tier 2 — what the catalogue's gaps ask for	| Reference points | `addRefPoint`, `getRefPoints`, `getCountryCoalition`, `getServiceProviders` |
tier2-controller	dependency		AI.Option in the mission-scripting state carries 30 real option ids across Air, Ground and Naval.	3. Tier 2 — what the catalogue's gaps ask for	| Controller | `setTask`, `pushTask`, `resetTask`, `setCommand`, `setOnOff`, `getDetectedTargets`, `setOption` in full. `AI.Option` in the mission-scripting state carries **30 real option ids** across three groups — Air 26, Ground 8, Naval 2, overlapping on `ROE`, `FORMATION` and `NO_OPTION` (measured, 2.9.29.27278). ROE and Reaction To Threat are the two a consumer reaches for first. |
tier2-addgroup	definition		Complete coalition.addGroup is the highest-value item, covering the whole group table for air and sea as well as ground.	3. Tier 2 — what the catalogue's gaps ask for	**`coalition.addGroup`, complete.** This is the highest-value item in the
tier2-addgroup	constraint		A partial spawn implementation refuses the command and names the unimplemented field or category rather than silently narrowing.	3. Tier 2 — what the catalogue's gaps ask for	**A partial implementation must fail rather than silently narrow.** A request
coord-convention	constraint		Records carry DCS-local coordinates with +x north, +z east and +y up.	4. Coordinate conversion	Records carry DCS-local coordinates: +x north, +z east, +y up. SPEC §8.2 pins
coord-no-emit-convert	constraint		No position is converted at emit, because coord.LOtoLL is one engine call per position on the logic thread.	4. Coordinate conversion	**Do not convert at emit.** `coord.LOtoLL` is one engine call per position, on
coord-no-consumer-convert	constraint		A consumer cannot convert unaided, because the projection is local to the loaded terrain and only DCS holds the parameters.	4. Coordinate conversion	**Do not push the problem to the consumer either.** DCS's x/z frame is a
calibration-ownership	constraint		The calibration set is DCS-Bridge's CoordinateCalibration, emitted by the hook, and the sim driver converts nothing for it.	4. Coordinate conversion	**The calibration is DCS-Bridge's.** SPEC §1.2 enumerates
three-norths	definition		A heading from carried data is grid north, true north differs by the convergence angle the fitted parameters give, and magnetic north needs declination.	4. Coordinate conversion	**Three norths.** A heading derived from carried data — a velocity vector, an
convertcoords	definition		ConvertCoords takes N points and a direction and replies with the converted set.	4. Coordinate conversion	**A batch conversion command.** `ConvertCoords` takes N points and a direction
convertcoords	constraint		N is capped at convert_max_points_per_command and a request above the cap is answered by a CommandAck with outcome REFUSED.	4. Coordinate conversion	frame. A request above the cap is answered by a `CommandAck` with outcome
convertcoords	constraint		One command carrying N points costs one dispatch slot where N commands cost N.	4. Coordinate conversion	Batch the call. One command carrying N points costs one dispatch slot. N
convertcoords-ownership	definition		ConvertCoords is built-in-agent vocabulary whose remaining unique value is MGRS parity with the F10 map.	4. Coordinate conversion	**`ConvertCoords` is a built-in; the calibration is DCS-Bridge's.** SPEC §1.2
projection-publication	interface		CoordinateCalibration carries the terrain name, the three parameters and a PROJ string built from them.	4. Coordinate conversion	`CoordinateCalibration` carries the projection, a consumer converts both
projection-publication	constraint		No EPSG code is published, because a re-origined UTM zone has none and can be given none.	4. Coordinate conversion	string to any PROJ binding and converts its own bulk data with no further
convertcoords	constraint		ConvertCoords wraps neither coord.LOtoLL nor coord.LLtoLO, because a consumer holding the published projection converts both directions locally.	4. Coordinate conversion	**`ConvertCoords` does not wrap `coord.LOtoLL` or `coord.LLtoLO`.** Once
declination	dependency		Declination is reachable only through magvar in the gui state, so the sim driver cannot sample it.	4. Coordinate conversion	**Declination is the hook driver's from end to end.** The only binding is
projection-derivation	behavior		The bridge derives the parameter set once per epoch in three steps without a least-squares fit.	4. Coordinate conversion	DCS-Bridge derives that parameter set once per epoch and publishes it, together
weapon-class-split	constraint		The weapon class splits into instance state, which is carried, and static descriptor fields, which are not.	5. Weapons	Split the class. The two halves have opposite cost profiles.
weapon-instance-state	definition		S_EVENT_SHOT hands the sim driver a weapon object carrying launcher, target, position, velocity and type name.	5. Weapons	**Instance state is worth carrying.** `S_EVENT_SHOT` hands the sim driver a
weapon-tracking-optin	constraint		Weapon tracking is opt-in and scoped, because attaching a tracking loop to every weapon is an unbounded per-frame cost.	5. Weapons	Weapon tracking is **opt-in and scoped**, for the same reason subscriptions
weapon-tracking-optin	behavior		A weapon-tracking filter has three terms and a weapon matches only where it satisfies every term the request supplies.	5. Weapons	A consumer subscribes to weapon tracking with a filter. The filter has three
weapon-tracking-optin	constraint		A weapon-tracking subscription counts against max_subscriptions and the weapons it holds count against max_tracked_weapons.	5. Weapons	under the caps in SPEC §6.4. **The subscription and the weapons it tracks count
spot-managed-resource	constraint		A spot is a managed resource, so createLaser, setPoint and destroy are not exposed as three commands.	6. Laser and infrared spots	**A spot is a managed resource, not a primitive.** Do not expose `createLaser`,
laseron	interface		LaserOn takes a source object, a target, a laser code and an update interval, and the sim driver tracks the target locally.	6. Laser and infrared spots	| `LaserOn` | Source object, target — a unit, a static, or a fixed point — laser code, and an update interval. The sim driver creates the spot and tracks the target locally. |
laseroff	interface		LaserOff destroys the spot by handle.	6. Laser and infrared spots	| `LaserOff` | Destroys the spot by handle. |
laseron	constraint		LaserOn and IrOn declare reply_to, because a CommandAck cannot carry the spot handle.	6. Laser and infrared spots	**`LaserOn` and `IrOn` declare `reply_to`.** The consumer needs the spot handle
iron-iroff	interface		Infrared spots use IrOn and IrOff, identical in shape minus the code, so an absent field never selects the spot type.	6. Laser and infrared spots	Infrared spots use their own pair, `IrOn` and `IrOff`, identical in shape minus
spot-subscription-machinery	constraint		A spot declares an update interval, counts against max_spots, and reports its update cost.	6. Laser and infrared spots	Spots reuse the subscription machinery in SPEC §6.7 exactly:
spot-subscription-machinery	behavior		A spot request above max_spots is answered by a CommandAck with outcome REFUSED and never by silence.	6. Laser and infrared spots	- Active spots are capped at `max_spots`. A request above the cap is answered
spot-epoch-teardown	constraint		Every spot is destroyed at EpochClosed, because a spot is a handle into a world that no longer exists.	6. Laser and infrared spots	- **Every spot is destroyed at `EpochClosed`.** A spot is a handle into a world
spot-dead-source	behavior		A spot whose source or target ceases to exist is destroyed and the sim driver emits a record saying so.	6. Laser and infrared spots	- A spot whose source or target ceases to exist is destroyed, and the sim
laser-code-validation	constraint		A laser code is validated as an integer in 0 to 9999 and no band is enforced.	6. Laser and infrared spots	**Validate the laser code as an integer in 0 to 9999. Enforce no band.** A
laser-code-bands	dependency		The AH-64D cockpit lists ten code ranges as a display table rather than a validator, and ED clamps digit by digit against bounds that differ per airframe.	6. Laser and infrared spots	**The band is not DCS-Bridge's to decide, and no band is defensible today.**
me-jtac-field	dependency		The Mission Editor JTAC laser-code field is a spin box bounded 0 to 9999 with no band check.	6. Laser and infrared spots	laser-code field is a spin box bounded 0 to 9999 with no band check at all, and
laser-decision-split	constraint		The agent tracks and the consumer decides which target to lase, when to switch, and how to coordinate codes.	6. Laser and infrared spots	The sim driver tracks. The consumer decides. Which target to lase, when to
laseron	constraint		A mutating command that declares reply_to carries both request_id and idempotency_key.	6. Laser and infrared spots	**They carry both correlation fields.** SPEC §8.5.2 gives `request_id` to a
laser-validator-absence	dependency		Spot.createLaser accepted every code offered including 10000, wrapped -1 to 4294967295 and truncated 1.5 to 1.	6. Laser and infrared spots	**Nothing validates a code on the scripted path, and that is now measured**
tier3-tts-srs	constraint		Text-to-speech and SRS radio integration is excluded because it is not a DCS binding.	7. Tier 3 — deliberately excluded	| Text-to-speech and SRS radio integration | Not a DCS binding, so nothing here reaches it. A consumer implements it. |
tier3-env-logging	constraint		env.info, env.warning and env.error are excluded because a consumer uses its own logging.	7. Tier 3 — deliberately excluded	| `env.info`, `env.warning`, `env.error` | A consumer uses its own logging |
tier3-dostring	constraint		Any exposure of net.dostring_in is excluded.	7. Tier 3 — deliberately excluded	| Any exposure of `net.dostring_in` | SPEC §14.6 |
crasher-bindings	constraint		Five bindings terminate the process with an access violation on a bare call despite pcall, and none ships in the sim driver.	8. Bindings that must not ship unguarded	Five bindings terminate the DCS process with an access violation on a bare call
getdescbyname-family	dependency		SceneryObject, Unit, StaticObject and Airbase each carry a static getDescByName and only the SceneryObject member is on the crasher register.	8. Bindings that must not ship unguarded	**Treat the whole `getDescByName` family as suspect.** `SceneryObject`, `Unit`,
crasher-gate	constraint		A consumer needing one of the five gets it behind unsafe_bindings_enabled, default false, with the crash behaviour documented at the call site.	8. Bindings that must not ship unguarded	No built-in implements any of the five. If a consumer needs one, it ships
guard-hit-initiator	behavior		S_EVENT_HIT can arrive with an empty initiator.	9. Required guards	- `S_EVENT_HIT` can arrive with an empty initiator.
guard-group-nil	behavior		A unit's Group can be nil.	9. Required guards	- A unit's `Group` can be nil.
guard-type-field	behavior		The type field is not always set on a unit, a weapon or a static object.	9. Required guards	- The `type` field is not always set on a unit, a weapon or a static object.
guard-getid	behavior		getID is not implemented on every object type and is never called in a catch-all path.	9. Required guards	- `getID` is not implemented on every object type. Do not call it in a
guard-category	behavior		An object's category can be undetectable, so a fall-back must not depend on the category.	9. Required guards	- An object's category can be undetectable. Have a fall-back that does not
guard-destroy-deferred	behavior		destroy does not take effect within the calling frame, so destruction is a request to confirm later.	9. Required guards	- **`destroy()` does not take effect within the calling frame.** A unit
guard-getammo-nil	behavior		Unit.getAmmo returns nil rather than an empty table on a unit carrying nothing.	9. Required guards	- `Unit.getAmmo` returns nil rather than an empty table on a unit carrying
guard-lltolo-shape	behavior		coord.LLtoLO returns a point table on a float32 grid, not three numbers.	9. Required guards	- `coord.LLtoLO` returns a point table, not three numbers, and the coordinates
guard-provenance	constraint		Each required guard has bitten production tooling, so the guard is built rather than discovered on a live server.	9. Required guards	Each of these has bitten production tooling. Build the guard first rather than
records-mirror-dcs	constraint		Starter records forward S_EVENT_* payloads as DCS defines them, with no smoothed abstractions.	10. Record-set philosophy	**Built-in records mirror DCS.** The built-in record set forwards `S_EVENT_*`
class-capability-policy	constraint		Every message declares a record class and a required capability, and an unassigned topic does not work.	11. Classes and capabilities	Every message crossing into or out of Lua declares a record class and a
class-capability-policy	constraint		This document states the assignment policy and the generated tables carry the per-topic values.	11. Classes and capabilities	**This section states the policy. The generated tables carry the values.** The
class-capability-policy	constraint		A read command takes read rather than command, so an observing consumer never holds a capability that can spawn a group.	11. Classes and capabilities	**A read command takes `read`, not `command`.** `ConvertCoords` is a `COMMAND`
class-capability-policy	constraint		The built-in defines no capability of its own and uses read and command alone.	11. Classes and capabilities	**The built-ins define no capability of their own.** `read` and `command` are
class-capability-policy	constraint		No built-in record is LIFECYCLE, so the sim driver consumes no retention slot and carries no last-value obligation.	11. Classes and capabilities	**No built-in record is `LIFECYCLE`.** The four DCS-Bridge reserves for the sim
test-events	behavior		Every id from 1 to 61 has a record type, including for an event the running mission never fires.	12. Test method	| Event coverage | Every id from 1 to 61 in `world.event` has a record type. A record type exists for an event the running mission never fires. | Windows + DCS |
test-spots	behavior		LaserOn returns a handle, a dead target emits its record without polling, EpochClosed destroys every spot, and code bounds are enforced.	12. Test method	| Spots | `LaserOn` returns a handle in its typed reply; `LaserOff` destroys by that handle. A spot whose target is destroyed emits its record without the consumer polling. `EpochClosed` destroys every spot. A code outside 0–9999 is refused; 5711 and 9999 are both accepted. | Windows + DCS |
test-guards	behavior		Each Section 9 guard case is provoked and handled.	12. Test method	| Guards | Each Section 9 case is provoked and handled: an empty `S_EVENT_HIT` initiator
test-class-capability	behavior		Every built-in topic carries a class and a capability, and a read token is refused a mutating command and accepted for ConvertCoords.	12. Test method	| Classes and capabilities | Every built-in topic carries a class and a capability in the generated tables. A `read` token is refused a mutating command and accepted for `ConvertCoords`. | Any (native module) |
test-spot-retry	behavior		A LaserOn re-sent with the same idempotency_key creates one spot and answers twice, both answers correlating on request_id.	12. Test method	| Spot retry | `LaserOn` re-sent with the same `idempotency_key` creates one spot and answers twice
test-coordinates	behavior		Every position the sim driver emits is DCS-local and converts with the published projection to where ConvertCoords puts it.	12. Test method	| Coordinates | Every position the sim driver emits is DCS-local, and converting one with the projection DCS-Bridge published lands it where `ConvertCoords` puts it. | Windows + DCS |
test-state-boundary	behavior		Every built-in topic routes to the sim driver ring and the sim driver declares no target option.	12. Test method	| State boundary | Every built-in topic routes to the sim driver ring, and no built-in declares a `target` option. | Windows + DCS |
open-questions	definition		This document keeps its own probe register in the shape of DCS-Bridge's.	13. Open questions	DCS-Bridge keeps its own register in SPEC §16. These are this document's, in
state-boundary	constraint		Every DCS binding the document names resolves to the mission-scripting state, apart from two it explicitly assigns to the hook driver.	4. Coordinate conversion	**That work is the hook driver's, and the reason is state placement rather than
spot-lifetime	behavior		A laser spot outlives the destruction of its source unit, so the sim driver must detect that itself.	6. Laser and infrared spots	**DCS does not do that for you, and this is measured.** A laser spot whose
convertcoords	dependency		coord.LLtoMGRS and the map's own routine agree on zone, band, digraph and easting and differ by a metre in the northing.	4. Coordinate conversion	**Its MGRS is DCS's own, and that is not the same as the F10 map's** (measured,
getdescbyname-family	dependency		The three usable getDescByName members are one lookup under three names and ignore the class they are called on.	8. Bindings that must not ship unguarded	**The three usable members are one lookup under three names** (measured,
cross-reference	constraint		This document cites SPEC for the bridge and HOOK for the hook driver built-ins, and adds no capability of its own.	11. Classes and capabilities	**The built-ins define no capability of their own.** `read` and `command` are
record	definition		A built-in record forwards a DCS payload as DCS defines it rather than an abstraction over it.	10. Record-set philosophy	**Built-in records mirror DCS.** The built-in record set forwards `S_EVENT_*`
consumer	behavior		The consumer decides which target to lase and when to switch; the sim driver only tracks.	6. Laser and infrared spots	The sim driver tracks. The consumer decides. Which target to lase, when to
epoch	behavior		Every spot is destroyed at EpochClosed because a spot is a handle into a world that no longer exists.	6. Laser and infrared spots	- **Every spot is destroyed at `EpochClosed`.** A spot is a handle into a world
commandack	interface		CommandAck carries request_id, idempotency_key, outcome and detail and nothing else, so it cannot carry a spot handle.	6. Laser and infrared spots	to call `LaserOff`, and a `CommandAck` cannot carry one: SPEC §8.5.3 gives it
subscription	constraint		A weapon-tracking subscription counts against max_subscriptions while the weapons it holds count against max_tracked_weapons.	5. Weapons	against different caps.** The subscription is a subscription like any other and
